alignment_id,work_id,section_id,section_unit,segment_type,alignment_granularity,is_coarse_alignment,coarse_alignment_reason,source_segment_count,target_segment_count,alignment_type,confidence,order,chinese_ref,chinese_text,translation_ref,translation_text,translation_text_raw,witness_repairs
mozi-035-major-illustrations__align-0033,mozi,mozi-035-major-illustrations,chapter,sentence,grouped,False,,4,1,exact_or_near_exact,0.93,103,35.103 - 35.106,智與意異。重同，俱同，連同，同類之同，同名之同，同根之同，丘同，鮒同，是之同，然之同。有非之異，有不然之異。有其異也，為其同也，為其同也異。,35.46,"But they would not confess and say: I am stupid and insolent and poor in administering the government."" But they would say: It is but my fate to perish."" Even the miserable people of the Three Dynasties were like this.","But they would not confess and say: I am stupid and insolent and poor in administering the government."" But they would say: It is but my fate to perish."" Even the miserable people of the Three Dynasties were like this.",[]
mozi-035-major-illustrations__align-0034,mozi,mozi-035-major-illustrations,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,0.93,107,35.107 - 35.108,一曰乃是而然，二曰乃是而不然，三曰遷，四曰強。子深其深，淺其淺，益其益，尊其尊。,35.47,"Within they could not well serve their parents, with-out they could not well serve their ruler.","Within they could not well serve their parents, with-out they could not well serve their ruler.",[]
mozi-035-major-illustrations__align-0035,mozi,mozi-035-major-illustrations,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,0.93,109,35.109,察次由比因至，優指得，次察聲端名，因情得。,35.48,They disliked politeness and frugality but liked licence and ease.,They disliked politeness and frugality but liked licence and ease.,[]
mozi-035-major-illustrations__align-0036,mozi,mozi-035-major-illustrations,chapter,sentence,grouped,False,,3,2,exact_or_near_exact,0.93,110,35.110 - 35.112,匹夫辭惡者，人有以其請得焉。諸所遭執，而欲惡生者，人不必以其請得焉。聖人之拊瀆也，仁而無利愛，利愛生於慮。,35.49 - 35.50,They indulged in drinking and eating and were lazy. The means of food and clothing became insufficient and they placed themselves in danger of hunger and cold.,They indulged in drinking and eating and were lazy. The means of food and clothing became insufficient and they placed themselves in danger of hunger and cold.,[]
mozi-035-major-illustrations__align-0037,mozi,mozi-035-major-illustrations,chapter,sentence,grouped,False,,3,1,exact_or_near_exact,0.93,113,35.113 - 35.115,昔者之慮也，非今日之慮也；昔者之愛人也，非今之愛人也。愛獲之愛人也，生於慮獲之利，慮獲之利，非慮臧之利也，而愛臧之愛人也，乃愛獲之愛人也。,35.51,"They would not confess: I am stupid and insolent and was not diligent at work."" But they would say: It is but my fate to be poor."" Such, then, also were the miserable people of the Three Dynasties.","They would not confess: I am stupid and insolent and was not diligent at work."" But they would say: It is but my fate to be poor."" Such, then, also were the miserable people of the Three Dynasties.",[]
mozi-035-major-illustrations__align-0038,mozi,mozi-035-major-illustrations,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,0.93,116,35.116 - 35.117,去其愛而天下利，弗能去也。昔之知嗇，非今日之知嗇也。,35.52,Fatalism has been glossed over and taught the stupid people.,Fatalism has been glossed over and taught the stupid people.,[]
mozi-035-major-illustrations__align-0039,mozi,mozi-035-major-illustrations,chapter,sentence,grouped,False,,4,1,exact_or_near_exact,0.93,118,35.118 - 35.121,貴為天子，其利人不厚於匹夫。二子事親，或遇孰，或遇凶，其親也相若。非彼其行益也，非加也。外埶無能厚吾利者。,35.53,"This was of great concern to the sage-kings, and they put it down on the bamboos and silk and cut it in metals and stone.","This was of great concern to the sage-kings, and they put it down on the bamboos and silk and cut it in metals and stone.",[]
mozi-035-major-illustrations__align-0040,mozi,mozi-035-major-illustrations,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,0.93,122,35.122 - 35.123,藉臧也死而天下害，吾持養臧也萬倍，吾愛臧也不加厚。長人之與短人也同，其貌同者也，故同。,35.54,"Among the books of the kings, ""The Announcement of Chung Hui"" says: I have heard the man of Hsia issue orders, pretending them to be fate of Heaven.","Among the books of the kings, ""The Announcement of Chung Hui"" says: I have heard the man of Hsia issue orders, pretending them to be fate of Heaven.",[]
mozi-035-major-illustrations__align-0041,mozi,mozi-035-major-illustrations,chapter,sentence,grouped,False,,3,1,exact_or_near_exact,0.93,124,35.124 - 35.126,指之人也與首之人也異。人之體，非一貌者也，故異。戕劍與挺劍異，劍以形貌命者也，其形不一，故異。,35.55,"God was displeased and destroyed his forces."" This shows how King Chieh of Hsia believed; in fate and how both T’ang and Chung Hui thought it to be ong.","God was displeased and destroyed his forces."" This shows how King Chieh of Hsia believed; in fate and how both T’ang and Chung Hui thought it to be ong.",[]
mozi-035-major-illustrations__align-0042,mozi,mozi-035-major-illustrations,chapter,sentence,grouped,False,,3,1,exact_or_near_exact,0.93,127,35.127 - 35.129,楊木之木與桃木之木也，同。諸非以舉量數命者，取之盡是也。故一指，非一人也，一人之指，乃是一人也。,35.56,"Among the books of early kings "" The Great Declaration"" says: 'Chow became insolent and would not worship God, and pushed away the ancestors and spirits without offering them sacrifices.","Among the books of early kings "" The Great Declaration"" says: 'Chow became insolent and would not worship God, and pushed away the ancestors and spirits without offering them sacrifices.",[]
mozi-035-major-illustrations__align-0043,mozi,mozi-035-major-illustrations,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,0.93,130,35.130 - 35.131,方之一面，非方也，方木之面，方木也。夫辭以故生，以理長，以類行也者。,35.57,"And he said: ‘Fortune is with my people,’ and neglected and betrayed his duty.","And he said: ‘Fortune is with my people,’ and neglected and betrayed his duty.",[]
mozi-035-major-illustrations__align-0044,mozi,mozi-035-major-illustrations,chapter,sentence,grouped,False,,3,2,exact_or_near_exact,0.93,132,35.132 - 35.134,立辭而不明於其所生，妄也。今人非道無所行，唯有強股肱，而不明於道，其困也，可立而待也。夫辭以類行者也，立辭而不明於其類，則必困矣。,35.58 - 35.59,"Heaven thereupon ‘.deserted him and withdrew its protection."" This shows how Chow believed in fate and how King Wu proclaimed it to be wrong with "" The Great Declaration Again, not come from Heaven, but is shaped by one’s self."" And it is said in the odes and books of Shang and Hsia: Fate ■ is born of the TO | So, then, if the gentlemen of the world desire to distinguish right and wrong, benefit and harm, fate of Heaven must be strenuously discredited. To hold there is fate is the great disaster of the world.","Heaven thereupon ‘.deserted him and withdrew its protection."" This shows how Chow believed in fate and how King Wu proclaimed it to be wrong with "" The Great Declaration Again, not come from Heaven, but is shaped by one’s self."" And it is said in the odes and books of Shang and Hsia: Fate ■ is born of the TO | So, then, if the gentlemen of the world desire to distinguish right and wrong, benefit and harm, fate of Heaven must be strenuously discredited. To hold there is fate is the great disaster of the world.",[]
mozi-035-major-illustrations__align-0045,mozi,mozi-035-major-illustrations,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,0.93,135,35.135 - 35.136,故浸淫之辭，其類在鼓栗。聖人也，為天下也，其類在于追迷。,35.60,And therefore Motse refuted it.,And therefore Motse refuted it.,[]
